id,title,status,loc.0,date,time,mins,desc,tags.0,tags.1,tags.2,people.0.id,people.0.name,people.1.id,people.1.name,people.2.id,people.2.name,people.3.id,people.3.name,people.4.id,people.4.name,people.5.id,people.5.name,people.6.id,people.6.name,people.7.id,people.7.name,2
1,Opening Ceremonies,,Main Stage,2018-11-23,19:00,60,Opening ceremonies!,,,,1,David Mott,2,Lisa Meece,,,,,,,,,,,,,
