id,title,status,loc.0,date,time,mins,desc,tags.0,tags.1,tags.2,people.0.id,people.0.name,people.1.id,people.1.name,people.2.id,people.2.name,people.3.id,people.3.name,people.4.id,people.4.name,140
67,Technobabble vs Hocus Pocus: Reassessing the Value of the Mohs Scale of Science Fiction Hardness,,Astrophysics (FS-D),2017-11-25,16:00,60,"The last few decades have seen a fundamental increase in the value of scientific accuracy in the science fiction genre. To this end, the “Mohs Scale of Science Fiction Hardness"" has been established, scoring a given work of sci-fi on a scale of one to ten. For example, George Lucas' Star Wars falls in the lower in the spectrum, while Duncan Jones' Moon enjoys a far higher score.
 
Questions: Has this push been necessary? Has it improved or damaged the genre as a whole? Is the assessed Mohs value of a given work even correct?",Discussion,,,38,Mike Hargett,,,,,,,,,
68,Fixing Science-Free Tropes,,Briefing Room (DR-2),2017-11-25,16:00,60,Science fiction tropes often prioritize fiction over science. We’ll discuss these and how a little more science can spice things up.,Discussion,,,50,Shannon Eichorn,,,,,,,,,
69,Non-Klingon Linguistics,,Guinan's Place (Brickyard),2017-11-25,16:00,60,The linguist who created the Star Trek languages talks about his field of study beyond the world of Star Trek.,Presentation,STEM,,34,Marc Okrand,,,,,,,,,
70,Create a Constellation,,Holocenter (FS-C),2017-11-25,16:00,60,"Learn about some of the easier to spot constellations as viewed from Earth and the legends that were inspired by them... And then, create your very own constellation and legend.",Workshop,Humanities,,4,Beth Ann Broadhurst,,,,,,,,,
72,"Genetics in Star Trek: Inheritance, Mutations, and Genetic Engineering",,Main Bridge (GB1-5),2017-11-25,16:00,60,The Star Trek series spanned 5 decades in which scientists made major advances in our understanding of genetics. We'll look at genetics in Star Trek and real life and talk about how some recent advances may make some depictions in the series more realistic than seemed possible at the time.,Presentation,STEM,,39,Mohamed Noor,,,,,,,,,
73,Understanding The Klingon Way,New Time!,tlhIngan rlvSo' (Intl Boardroom),2017-11-26,14:00,60,"You've heard the words of Kahless, you've spoken the words; now come and share with us how those words have affected your daily life. How do you incorporate Kahless' teachings into your everyday activities.",Discussion,Klingon,,25,John Lars Shoberg,,,,,,,,,
74,Visionary Star Trek,,United Federation for Science (GB-6),2017-11-25,16:00,60,March for Science Indianapolis will present a TED style talk on current technologies that were science fiction when Star Trek TOS and even TNG were created.,Presentation,STEM,,46,Rufus Cochran,,,,,,,,,
71,Trials of Terra Nova LARP,,Observation Lounge (Golden Preconvene),2017-11-25,16:00,120,"The Trials of Terra Nova is a LARP (Live Action Role Playing) system offering a broad and engaging character creation and development system. And take place expansive and detailed fantasy world. Come and learn more about us, meet the Game Masters and players, peruse the props we use, and learn how much fun LARPing can be. After the presentation and question & answer session, please stay for interactive, hands-on demonstration where you can pick up a sword and shield and learn how we fight.",LARP,,,36,Michael Williams,,,,,,,,,
130,InConJunction's Fantastic Worlds Tea Party,,,2017-11-25,16:00,120,,Mingle,Party,,69,InConJunction,,,,,,,,,
75,Science of Distilling,,Guinan's Place (Brickyard),2017-11-25,17:00,60,"Join Thomas from local Broken Beaker Distillery, as they explain the science of distilling, & their journey into creating one of the first commercial distilleries in Indiana.",Presentation,STEM,,52,Thomas Wysocki,,,,,,,,,
76,Dr. David Wolf Q&A,,Main Bridge (GB1-5),2017-11-25,17:00,60,"Dr. David Wolf has been to space four times, logging 168 days, 12 hours, 56 minutes and 4 seconds in space. He’s been on seven space walks totaling 41 hours and 17 minutes. Listen to him talk about his experiences.",Q&A,STEM,,18,Dr. David Wolf,,,,,,,,,
77,Klingon Pop Warrior Q&A,,tlhIngan rlvSo' (Intl Boardroom),2017-11-25,17:00,60,"Come and ask the Klingon Pop Warrior questions! Learn about why she's singing these songs in Klingon, the recording process, the Kickstarter process and more!",Q&A,Klingon,,23,Jen Usellis,,,,,,,,,
78,Brew Your Own Beer with Science!,,Guinan's Place (Brickyard),2017-11-25,18:00,60,"It's not all starships and laser surgery, science is also responsible for all that foamy goodness! Join Skip as he discusses yeast, fermintation and how to harness the raw power of science at home! ",Presentation,STEM,,51,Skip Engle,,,,,,,,,
80,Dinner with the Stars,,Intergalactic Mess Hall (FS- A/B),2017-11-25,18:00,120,"Dinner with the Stars is a fan favorite event. Attendees
who participate get to enjoy a meal with our media
guests and performers. Special performances round
out the evening, creating memories our attendees talk
about for years.
Additional fee required.",Mingle,Media Guests,,,,,,,,,,,,
81,Star Trek Attack Wing Tabletop Game,,Observation Lounge (Golden Preconvene),2017-11-25,18:00,120,"Star Trek: Attack Wing is a tactical space combat miniatures game, featuring collectible pre-painted ships from the Star Trek Universe. Utilizing the FlightPath™ maneuver system, command your fleet in space combat & customize your ship with a captain, crew, weapons and tech upgrades. Choose fleets from the Dominion, Federation, Klingon and Romulan factions based on abilities, maneuvers, upgrades and more. Take command of your ship or fleet, defeat your opponent and save the universe...",Gaming,,,56,Blue Moon Comics,,,,,,,,,
134,United Federation of Science Workshops,,United Federation for Science (GB-6),2017-11-25,18:00,120,"MFS Indy will facilitate private workshops for the Midwest MFS leadership teams in attendance. These workshops will be run by city leaders with expertise in a given area, in order to share knowledge and best practices across the network. The workshops will be one-hour apiece and designed to have attendees leave with an actionable skill/plan for implementation.",Private,,,,,,,,,,,,,
85,The Very Vocal Viking,,Observation Lounge (Golden Preconvene),2017-11-25,20:00,60,"A hilarious one-hour presentation of mostly-true stories from the life of the Very Vocal Viking. While one can never be sure exactly what he will say, likely topics typically include the parenting of precocious and sarcastic children, yummy food, unashamed geekiness, the care and feeding of giant fireballs, and making friends with guys with face tattoos.",Entertainment,,,54,Troy Maynard,,,,,,,,,
82,Saturday Morning Cartoons for Adults,,Astrophysics (FS-D),2017-11-25,20:00,120,We are going to bring you a blast from the past 90 mins of Saturday morning goodness but all IN Space We will be covering shows such as Star Trek The Animated Series. Star Wars Droids Space Ace and one show that we plan on destroying in riftrax from Gilligan's Planet,Entertainment,,,42,Randy Duncan,,,,,,,,,
83,LEGO Robots!,,Guinan's Place (Brickyard),2017-11-25,20:00,120,"This will be a hands-on workshop where students and kids-at-heart can work in teams to design, build, and program a LEGO robot. No previous experience with programming or robotics is necessary!",Workshop,STEM,,11,Colin McKinney,,,,,,,,,
84,Drink with a Scientist,,Nicolinos,2017-11-25,20:00,120,March for Science Indy will provide about half a dozen science / engineering / math subject matter experts interested in answering your questions. ,Mingle,Party,,59,March For Science Indianapolis,,,,,,,,,
86,Five Year Mission: Spock & Roll Concert,,Main Bridge (GB1-5),2017-11-25,20:00,120,"The members Five Year Mission are endeavoring to write an original song for every episode of Star Trek: The Original Series, and the upcoming release of their new album, Year Four, will bring them closer than ever before to completion of the project. In this concert experience, the band will perform live renditions of songs from the album - some for the first time - as well as many longtime fan favorites from their catalogue. You won’t want to miss this singular event: To do so would be highly illogical!",Concert,Entertainment,,57,Five Year Mission,,,,,,,,,
131,InConJunction's Fantastic Worlds Tea Party,,,2017-11-25,20:00,180,,Mingle,Party,,69,InConJunction,,,,,,,,,
87,Party Crawl with Interplanet Janet,,Registration,2017-11-25,20:30,60,Not sure the best way to take advantage of the many parties offered by groups this year? Interplanet Janet will guide you through the SBI party experience with stops at each of the hotel parties. Participants must be 21 or older as some of the parties will involve alcohol and will check IDs at the door.,Mingle,Party,,20,Interplanet Janet,,,,,,,,,
129,Mojo Lounge Party,,,2017-11-25,21:00,180,,Mingle,Party,,,,,,,,,,,,
132,KAG/KLI Klingon Room Party,,,2017-11-25,21:00,180,,Mingle,Party,,,,,,,,,,,,
128,Get Schwifty - for Science!,,,2017-11-25,21:00,300,,Mingle,Party,Barfleet,67,UBS Indycent,,,,,,,,,
133,"Cuddles, Coloring, and Conversation",,,2017-11-25,21:00,300,"Wind down in this low-key room with a variety of activities including coloring, cuddling and conversation. Come early for special, regimental hospitality provided by the Royal Manticoran Navy. ",Mingle,Party,,70,Lisa Meece,,,,,,,,,
88,Virtual Reality: Try out the IU VR Rig,,Guinan's Place (Brickyard),2017-11-25,22:00,180,"Actually get a chance to come out and try the IU Advanced Visualization Lab's cy.PIPES VR system and get a glimpse into what the holodeck would be like. No ordinary VR rig, this system simulates the environmental surroundings of the participant, creating a more sensory experience.",Presentation,STEM,,9,Chauncey Frend,,,,,,,,,
89,Are You A Werewolf and Other Games!,,Observation Lounge (Golden Preconvene),2017-11-25,22:00,180,"Local gaming hotspot Game Paradise hosts four hours of social gaming. Come play ""Secret Hitler,"" ""Are You a Werewolf?"" and many others. Don't know how to play? No problem! Game Paradise's volunteer is happy to teach you.",Gaming,,,60,Game Paradise,,,,,,,,,
90,Capricon Road Show,,,2017-11-25,22:00,180,Capricon 38: Expanding Universes - Exploring the infinite loop from the written word to the moving picture to the game board and screen ideas take many forms and often inspire and borrow from one another. Come hear more about Capricon 38: Expanding Universes.,Mingle,Party,,68,Capricon,,,,,,,,,
96,John Billingsley and Bonita Friedericy Q&A,,Main Bridge (GB1-5),2017-11-26,10:00,60,,Q&A,Media Guests,,16,John Billingsley,75,Bonita Friedericy,,,,,,,
97,Klingons to Starfleet: What's In A Uniform?,,tlhIngan rlvSo' (Intl Boardroom),2017-11-26,10:00,60,"Klingon (and Trek) costuming can seem daunting to a beginner but not everyone can afford to buy a fancy uniform. Come get tips, tricks, & ideas on creating a uniform - from screen accurate to inspired by!",Cosplay,Klingon,,23,Jen Usellis,33,Maggie Cohen,,,,,,,
91,Star Trek: The Future of Medicine,,Astrophysics (FS-D),2017-11-26,10:00,120,"What does Star Trek have to say about the future of medicine? Will we suffer from Darnay's disease or ""xenopolycythemia?"" What impact has Star Trek had on the way we practice medicine today? What does Star Trek say about",Presentation,STEM,,3,Ann Burton,,,,,,,,,
92,Student Sunday: Tribbles,,Guinan's Place (Brickyard),2017-11-26,10:00,240,Make your very own Tribble to take home at the Science Carnival!,Crafting,Student Sunday,,4,Beth Ann Broadhurst,,,,,,,,,
93,Student Sunday: Robot Freeze Tag! The Federation vs. Klingon Empire,,Guinan's Place (Brickyard),2017-11-26,10:00,240,"Federation vs. Klingons in a game of team freeze tag with VEX-IQ Robots. while battling to the death learn about Robotics in the elementary schools. For children of all ages. Learn how we are preparing the next generation of Noonien Soongs, and have some fun in the process.",Gaming,Klingon,Student Sunday,7,Bruce Nelson,,,,,,,,,
94,Student Sunday: LEGO Robots!,,Guinan's Place (Brickyard),2017-11-26,10:00,240,"Hands-on workshop where kids and kids-at-heart can work in teams to design, build, and program a LEGO robot. No previous experience with programming or robotics is necessary!",Workshop,STEM,Student Sunday,11,Colin McKinney,,,,,,,,,
95,Student Sunday: Adventures with Energy,,Guinan's Place (Brickyard),2017-11-26,10:00,240,Learn about energy by playing with toys.,Workshop,STEM,Student Sunday,13,David Terret,,,,,,,,,
122,Student Sunday: Catapults! Catapults! Catapults! ,,Guinan's Place (Brickyard),2017-11-26,10:00,240,"We will be learning about Siege weapons of the past.
Namely catapults. And together we'll make our own!",Workshop,STEM,Student Sunday,65,Candi Watkins,,,,,,,,,
123,Student Sunday: ABO Blood Type!,,Guinan's Place (Brickyard),2017-11-26,10:00,240,Kids will use models to figure out what type of blood is safe to give different blood types.,Workshop,STEM,Student Sunday,66,Matthew Barron,,,,,,,,,
136,Student Sunday: Optical Illusions,,Guinan's Place (Brickyard),2017-11-26,10:00,240,You won't believe your eyes! Make your own and learn about the science behind optical illusions.,Workshop,STEM,Student Sunday,71,Una Hartzell-Baird,,,,,,,,,
137,Student Sunday: Strawberry DNA,,Guinan's Place (Brickyard),2017-11-26,10:00,240,"What makes a dog look like a dog? What makes a human look like a human? What makes a Klingon look like a Klingon? Deoxyribonucleic acid, DNA, the stuff in every cell of your body that contains all of the genes that make you unique. We all know it’s vitally important in medicine, in crime scene investigation, in growing food, and other extremely important parts of our lives. But, have you ever seen DNA first-hand? Stop by and we will show you how to extract DNA that you can see and touch using common household items.",Workshop,STEM,Student Sunday,72,Jason Bailey,,,,,,,,,
98,Battle of the Robots,,United Federation for Science (GB-6),2017-11-26,10:00,300,"On Sunday, all day, MFS Indy will facilitate FIRST robotics teams to demo their robots. We will be holding a “high score” day long competition where people attempt a timed scoring challenge and their score is posted on a leaderboard. The winner will win a prize at the end of the day!
",Presentation,,,46,Rufus Cochran,,,,,,,,,
112,The KAG Podcast: What the baQa' are we trying to do?,,tlhIngan rlvSo' (Intl Boardroom),2017-11-26,10:00,300,"General discussion of the KAG podcast. What we have done, what we plan to do and what do you want us to talk about?",Podcast,Klingon,,25,John Lars Shoberg,,,,,,,,,
100,Robert O'Reilly Q&A,,Main Bridge (GB1-5),2017-11-26,11:00,60,"Robert O'Reilly answers your questions about his life, career and, of course, his time in the Star Trek universe.",Q&A,Media Guests,Klingon,44,Robert O'Reilly,,,,,,,,,
99,Light Saber Academy Training,,Holocenter (FS-C),2017-11-26,11:00,180,Indiana Light Saber Academy trains padewans young and old(er) to harness the power of the force and defeat their enemies.  Padded sabers and equipment will be provided. We welcome people to bring their own sabers though we will provide for those who do not own one. Watching requires an SBI membership; to compete requires a $5 dollar entry fee for insurance on the sabers.,Workshop,Lightsaber,,58,Indiana Light Saber Academy,,,,,,,,,
120,John and Bonnie Photo Op,,Promenade,2017-11-26,12:00,30,Have your picture taken with John and Bonnie. Additional fee required,Photo Op,Media Guests,,16,John Billingsley,75,Bonita Friedericy,,,,,,,
124,Robert O'Reilly Photo Op,,Promenade,2017-11-26,12:00,30,Get your picture taken with Robert O'Reilly. Additional fee required.,Photo Op,Media Guests,Klingon,44,Robert O'Reilly,,,,,,,,,
101,Working at NASA,,Astrophysics (FS-D),2017-11-26,12:00,60,"Imagine going to work where other people go for vacation… Imagine watching the result of your collaborative work on display for the whole world…Imagine what a two week orientation at NASA would be like. Imagine no longer, I’ll tell you.",Presentation,STEM,,2,Alton Jackson,,,,,,,,,
102,Star Wars Biology vs. Star Trek Biology,,Main Bridge (GB1-5),2017-11-26,12:00,60,Does the biology in Star Wars make more sense than Star Trek? Two scientists argue for the superiority of the biological Sciences in their chosen fandom.,Discussion,STEM,,39,Mohamed Noor,31,Kyle Hill,,,,,,,
103,Getting a Head in the Klingon Empire,,tlhIngan rlvSo' (Intl Boardroom),2017-11-26,12:00,60,"Qob! will demonstrate prosthetic makeup application, tricks and techniques. Also repair on in field modifications",Cosplay,Klingon,,5,Bill Hedrick,,,,,,,,,
121,John and Bonnie Signature,,Promenade,2017-11-26,12:30,60,Get John and Bonnie's signature. Additional fee required.,Signatures,Media Guests,,16,John Billingsley,75,Bonita Friedericy,,,,,,,
125,Robert O'Reilly Signature,,Promenade,2017-11-26,12:30,60,Get your Robert O'Reilly's autograph. Additional fee required.,Signatures,Media Guests,Klingon,44,Robert O'Reilly,,,,,,,,,
104,"Forensic Science, Present and Future",,Astrophysics (FS-D),2017-11-26,13:00,60,"This presentation is a companion to ""Sherlock Holmes and the Beginning of Modern Forensic Science"". David Zauner will talk about the current capabilities of forensic science, some of the challenges forensic scientists are facing, and how new technology and methods have the potential to make major changes in crime scene investigation and laboratory examination.",Presentation,STEM,,14,David Zauner,,,,,,,,,
105,Science and Star Wars,,Main Bridge (GB1-5),2017-11-26,13:00,60,"Kyle Hill, live on stage, sharing some of his Because Science! Magic.",Presentation,STEM,,31,Kyle Hill,,,,,,,,,
106,Klingon Costuming for Beginners,,tlhIngan rlvSo' (Intl Boardroom),2017-11-26,13:00,60,"Dressing up as one of the most powerful and feared species in the galaxy doesn't need to be intimidating. Learn about easy sewing projects and tips, modifying existing pieces to look Klingon, and putting together a Klingon look using human clothing pieces.",Cosplay,Klingon,,33,Maggie Cohen,,,,,,,,,
127,March for Science Education Grant Award,,Main Bridge (GB1-5),2017-11-26,14:00,15,The March for Science Indianapolis organization will announce the winners of their STEM grants. These grants are being awarded to high school and middle school teachers who submit engaging and cost-effedctive STEM curriculum that can be shared openly between teachers via our grant program. ,STEM,,,59,March For Science Indianapolis,,,,,,,,,
126,Kyle Hill Photo Op,,Promenade,2017-11-26,14:00,30,Get your picture taken with Kyle Hill. Additional fee required.,Photo Op,Media Guests,,,,,,,,,,,,
135,Student Sunday: Children's Costume Parade,,Guinan's Place (Brickyard),2017-11-26,14:00,30,Let’s close SBI’s first Student Sunday science carnival with a joyful costume parade and photo op! Gather up your geeklings and meet at Guinan’s Place. Dress as your favorite scientist or science fiction character and you will have the opportunity to show off your fancy duds as we parade with music and merriment around the con and up onto the main stage/bridge set for a group picture to commemorate the day’s fun! Prizes for the younglings who participate provided by your friendly Indianapolis cosplay store Incognito by Aris & Rome.  ,Cosplay,Student Sunday,,73,Aris,,,,,,,,,
107,Homesteading a New Planet,,Astrophysics (FS-D),2017-11-26,14:00,60,"Attendees will actively participate in the planning stages of homesteading a newly discovered planet that is able to sustain the flora and fauna of life as we know it. Space and weight are limited for our planetary pioneers, and every candidate and pound of cargo must be taken into consideration as the flagship homesteaders prepare for their journey. Participants will each have the opportunity to decide who and what to take, and will then find out if their team was able to successfully homestead our new planet.",Workshop,STEM,,48,Sarah Gillard,,,,,,,,,
108,Tribbles for Pets,,Observation Lounge (Golden Preconvene),2017-11-26,14:00,60,Love Tribbles? Have a cat or dog? Why not share your love of tribbles with your pet by creating a tribble with catnip inside or a squeaky tribble for your dog? Panel would supply materials for guests to create either a catnip filled tribble for a cat or a squeaky toy filled tribble for a dog.,Crafting,,,15,Deborah Harland,,,,,,,,,
110,Complete your Klingon With Props & Accessories,New Time!,tlhIngan rlvSo' (Intl Boardroom),2017-11-25,16:00,60,"Do you want your costume to stand out from the rest? There is honor in Accessorizing! come join us for a run down on prop and accessory making, how to decide what to add and what to avoid. Learn from our mistakes and our successes.",Cosplay,Klingon,,12,Daniel McNamara,,,,,,,,,
109,Light Saber Battles,,Main Bridge (GB1-5),2017-11-26,14:15,45,"The culimnation of Sunday's Light Saber Training, come watch the finalists battle each other for the glory of the Force.",Workshop,Lightsaber,,58,Indiana Light Saber Academy,,,,,,,,,
138,Con Feedback Hour,,Astrophysics (FS-D),2017-11-26,15:15,45,Come share your thoughts about the convention and find out how you can be more involved next year.,,,,,,,,,,,,,,
